"busco_id"	"Balaena_mysticetus"	"Balaenoptera_acutorostrata"	"Balaenoptera_borealis"	"Balaenoptera_brydei"	"Balaenoptera_omurai"	"Balaenoptera_physalus"	"Cephalorhynchus_hectori"	"Delphinapterus_leucas"	"Delphinus_capensis"	"Delphinus_delphis"	"Eschrichtius_robustus"	"Eubalaena_australis"	"Eubalaena_glacialis"	"Feresa_attenuata"	"Globicephala_macrorhynchus"	"Globicephala_melas"	"Grampus_griseus"	"Kogia_breviceps"	"Kogia_sima"	"Lagenorhynchus_acutus"	"Lagenorhynchus_albirostris"	"Lagenorhynchus_obliquidens"	"Lipotes_vexillifer"	"Megaptera_novaeangliae"	"Mesoplodon_bidens"	"Mesoplodon_densirostris"	"Monodon_monoceros"	"Neophocaena_asiaeorientalis"	"Neophocaena_phocaenoides"	"Orcinus_orca"	"Phocoena_phocoena"	"Phocoenoides_dalli"	"Physeter_catodon"	"Pseudorca_crassidens"	"Sousa_chinensis"	"Stenella_attenuata"	"Stenella_coeruleoalba"	"Steno_bredanensis"	"Tursiops_aduncus"	"Tursiops_truncatus"	"Ziphius_cavirostris"
"EOG090202D0"	NA	"XM_007167572.1"	NA	NA	NA	NA	NA	"XM_022555823.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027119853.1"	"XM_007466810.1"	NA	NA	NA	"XM_029204070.1"	"XM_024747453.1"	NA	"XM_004264909.2"	NA	NA	"XM_007129599.3"	NA	NA	NA	NA	NA	NA	"XM_019935789.1"	NA
"EOG090202D9"	NA	"XM_007193585.1"	NA	NA	NA	NA	NA	"XM_022561683.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027089671.1"	"XM_007454456.1"	NA	NA	NA	"XM_029236073.1"	"XM_024747700.1"	NA	"XM_012532565.1"	NA	NA	"XM_007108001.3"	NA	NA	NA	NA	NA	NA	"XM_019928102.1"	NA
"EOG090202DC"	NA	"XM_007166215.1"	NA	NA	NA	NA	NA	"XM_022598779.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027110400.1"	"XM_007448959.1"	NA	NA	NA	"XM_029228794.1"	"XM_024760268.1"	NA	"XM_004272317.2"	NA	NA	"XM_028487937.1"	NA	NA	NA	NA	NA	NA	"XM_019930957.1"	NA
"EOG090202DD"	NA	"XM_007198565.1"	NA	NA	NA	NA	NA	"XM_022573787.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027105930.1"	"XM_007455566.1"	NA	NA	NA	"XM_029203063.1"	"XM_024747157.1"	NA	"XM_004276104.2"	NA	NA	"XM_024126830.2"	NA	NA	NA	NA	NA	NA	"XM_019934878.1"	NA
"EOG090202DE"	NA	"XM_007193960.2"	NA	NA	NA	NA	NA	"XM_022566161.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027099314.1"	"XM_007459551.1"	NA	NA	NA	"XM_029242893.1"	"XM_024738574.1"	NA	"XM_004286587.2"	NA	NA	"XM_007110112.3"	NA	NA	NA	NA	NA	NA	"XM_019927212.1"	NA
"EOG090202DH"	NA	"XM_007190348.1"	NA	NA	NA	NA	NA	"XM_022552708.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027087218.1"	"XM_007449066.1"	NA	NA	NA	"XM_029211624.1"	"XM_024757654.1"	NA	"XM_004271756.2"	NA	NA	"XM_007106020.3"	NA	NA	NA	NA	NA	NA	"XM_004312070.2"	NA
"EOG090202DI"	NA	"XM_007195370.1"	NA	NA	NA	NA	NA	"XM_022571477.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027111100.1"	"XM_007468912.1"	NA	NA	NA	"XM_029214312.1"	"XM_024767714.1"	NA	"XM_004278393.1"	NA	NA	"XM_024124199.2"	NA	NA	NA	NA	NA	NA	"XM_004317468.2"	NA
"EOG090202DL"	NA	"XM_007168452.2"	NA	NA	NA	NA	NA	"XM_022566530.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027103216.1"	"XM_007448803.1"	NA	NA	NA	"XM_029235553.1"	"XM_024745554.1"	NA	"XM_004266207.1"	NA	NA	"XM_024119311.2"	NA	NA	NA	NA	NA	NA	"XM_019928385.1"	NA
"EOG090202DM"	NA	"XM_007190766.1"	NA	NA	NA	NA	NA	"XM_022555194.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027087762.1"	"XM_007454912.1"	NA	NA	NA	"XM_029223746.1"	"XM_024756677.1"	NA	"XM_004264675.1"	NA	NA	"XM_024122643.2"	NA	NA	NA	NA	NA	NA	"XM_019929643.1"	NA
"EOG090202DO"	NA	"XM_007193929.2"	NA	NA	NA	NA	NA	"XM_022566203.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027099392.1"	"XM_007459534.1"	NA	NA	NA	"XM_029241913.1"	"XM_024738503.1"	NA	"XM_004286567.1"	NA	NA	"XM_007110094.3"	NA	NA	NA	NA	NA	NA	"XM_019927231.1"	NA
"EOG090202DP"	NA	"XM_007171997.2"	NA	NA	NA	NA	NA	"XM_022559153.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027082273.1"	"XM_007452210.1"	NA	NA	NA	"XM_029209621.1"	"XM_024754285.1"	NA	"XM_004273388.1"	NA	NA	"XM_007117226.3"	NA	NA	NA	NA	NA	NA	"XM_004319680.2"	NA
"EOG090202DQ"	NA	"XM_028162889.1"	NA	NA	NA	NA	NA	"XM_022555202.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027092234.1"	"XM_007450630.1"	NA	NA	NA	"XM_029201835.1"	"XM_024747348.1"	NA	"XM_004264878.2"	NA	NA	"XM_024124980.1"	NA	NA	NA	NA	NA	NA	"XM_019932474.1"	NA
"EOG090202DR"	NA	"XM_028164107.1"	NA	NA	NA	NA	NA	"XM_022596586.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027128620.1"	"XM_007452479.1"	NA	NA	NA	"XM_029214438.1"	"XM_024758332.1"	NA	"XM_004264631.1"	NA	NA	"XM_028492754.1"	NA	NA	NA	NA	NA	NA	"XM_019922080.1"	NA
"EOG090202DS"	NA	"XM_007198067.2"	NA	NA	NA	NA	NA	"XM_022583523.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027119655.1"	"XM_007457304.1"	NA	NA	NA	"XM_029237877.1"	"XM_024733771.1"	NA	"XM_004280878.1"	NA	NA	"XM_028484312.1"	NA	NA	NA	NA	NA	NA	NA	NA
"EOG090202DT"	NA	"XM_007183236.1"	NA	NA	NA	NA	NA	"XM_022569976.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027129019.1"	"XM_007452621.1"	NA	NA	NA	"XM_029224918.1"	"XM_024761425.1"	NA	"XM_004267276.2"	NA	NA	"XM_007122274.3"	NA	NA	NA	NA	NA	NA	"XM_019923014.1"	NA
"EOG090202DU"	NA	"XM_007195755.1"	NA	NA	NA	NA	NA	"XM_022586176.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027102475.1"	"XM_007450645.1"	NA	NA	NA	"XM_029233564.1"	"XM_024767127.1"	NA	"XM_004265586.1"	NA	NA	"XM_007105298.3"	NA	NA	NA	NA	NA	NA	"XM_019927557.1"	NA
"EOG090202DY"	NA	"XM_007191210.1"	NA	NA	NA	NA	NA	"XM_022562065.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027087755.1"	"XM_007445610.1"	NA	NA	NA	"XM_029209699.1"	"XM_024760359.1"	NA	"XM_004283345.2"	NA	NA	"XM_024115292.2"	NA	NA	NA	NA	NA	NA	"XM_019923816.1"	NA
"EOG090202E4"	NA	"XM_007191333.2"	NA	NA	NA	NA	NA	"XM_022574204.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027113559.1"	"XM_007470831.1"	NA	NA	NA	"XM_029232125.1"	"XM_024764405.1"	NA	"XM_012532453.1"	NA	NA	"XM_007108381.3"	NA	NA	NA	NA	NA	NA	"XM_019942478.1"	NA
"EOG090202E7"	NA	"XM_007189881.1"	NA	NA	NA	NA	NA	"XM_022580485.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027122103.1"	"XM_007454163.1"	NA	NA	NA	"XM_029238427.1"	"XM_024766045.1"	NA	"XM_004280949.1"	NA	NA	"XM_007100750.2"	NA	NA	NA	NA	NA	NA	"XM_019933172.1"	NA
"EOG090202E8"	NA	"XM_007173945.1"	NA	NA	NA	NA	NA	"XM_022586659.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027128366.1"	"XM_007464185.1"	NA	NA	NA	"XM_029243111.1"	"XM_024763716.1"	NA	"XM_004273565.2"	NA	NA	"XM_007114781.3"	NA	NA	NA	NA	NA	NA	NA	NA
"EOG090202E9"	NA	"XM_007198251.1"	NA	NA	NA	NA	NA	"XM_022583226.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027119319.1"	"XM_007462959.1"	NA	NA	NA	"XM_029202181.1"	"XM_024735723.1"	NA	"XM_004273249.2"	NA	NA	"XM_007102556.3"	NA	NA	NA	NA	NA	NA	"XM_019941251.1"	NA
"EOG090202EB"	NA	"XM_007177958.1"	NA	NA	NA	NA	NA	"XM_022564120.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027097729.1"	"XM_007463486.1"	NA	NA	NA	"XM_029228600.1"	"XM_024765778.1"	NA	"XM_004285131.1"	NA	NA	"XM_028488888.1"	NA	NA	NA	NA	NA	NA	"XM_019919778.1"	NA
"EOG090202EC"	NA	"XM_007170272.1"	NA	NA	NA	NA	NA	"XM_022562640.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027102736.1"	"XM_007455382.1"	NA	NA	NA	"XM_029233841.1"	"XM_024738432.1"	NA	"XM_004263414.1"	NA	NA	"XM_007108525.3"	NA	NA	NA	NA	NA	NA	"XM_019929098.1"	NA
"EOG090202EE"	NA	"XM_007173632.1"	NA	NA	NA	NA	NA	"XM_022565781.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027115568.1"	"XM_007472276.1"	NA	NA	NA	"XM_029209075.1"	"XM_024731836.1"	NA	"XM_004279727.1"	NA	NA	"XM_007116847.3"	NA	NA	NA	NA	NA	NA	"XM_019939515.1"	NA
"EOG090202EF"	NA	"XM_007164351.1"	NA	NA	NA	NA	NA	"XM_022581257.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027114515.1"	"XM_007464280.1"	NA	NA	NA	"XM_029229760.1"	"XM_024740382.1"	NA	"XM_004281598.1"	NA	NA	"XM_007108129.3"	NA	NA	NA	NA	NA	NA	"XM_019919234.1"	NA
"EOG090202EH"	NA	"XM_007177476.1"	NA	NA	NA	NA	NA	"XM_022595480.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027130605.1"	"XM_007454204.1"	NA	NA	NA	"XM_029212329.1"	"XM_024735634.1"	NA	"XM_004267237.2"	NA	NA	"XM_028499704.1"	NA	NA	NA	NA	NA	NA	"XM_019926914.1"	NA
"EOG090202EK"	NA	"XM_007169963.1"	NA	NA	NA	NA	NA	"XM_022598790.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027110157.1"	"XM_007463171.1"	NA	NA	NA	"XM_029227915.1"	"XM_024749735.1"	NA	"XM_004272401.1"	NA	NA	"XM_028487841.1"	NA	NA	NA	NA	NA	NA	"XM_004311698.1"	NA
"EOG090202EL"	NA	"XM_007188353.2"	NA	NA	NA	NA	NA	"XM_022552376.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027117313.1"	"XM_007466956.1"	NA	NA	NA	"XM_029220033.1"	"XM_024744206.1"	NA	"XM_012533134.1"	NA	NA	"XM_024123712.2"	NA	NA	NA	NA	NA	NA	"XM_019928651.1"	NA
"EOG090202EN"	NA	"XM_028167603.1"	NA	NA	NA	NA	NA	"XM_022588389.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027126480.1"	"XM_007452799.1"	NA	NA	NA	"XM_029222074.1"	"XM_024744315.1"	NA	"XM_004268627.2"	NA	NA	"XM_028483020.1"	NA	NA	NA	NA	NA	NA	NA	NA
"EOG090202EP"	NA	"XM_007178230.2"	NA	NA	NA	NA	NA	"XM_022579084.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027105252.1"	"XM_007449788.1"	NA	NA	NA	"XM_029202415.1"	"XM_024757285.1"	NA	"XM_004269351.2"	NA	NA	"XM_024126224.2"	NA	NA	NA	NA	NA	NA	"XM_019946403.1"	NA
"EOG090202ER"	NA	"XM_007188431.1"	NA	NA	NA	NA	NA	"XM_022580655.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027122072.1"	"XM_007470915.1"	NA	NA	NA	"XM_029236706.1"	"XM_024750133.1"	NA	"XM_012536304.1"	NA	NA	"XM_028495239.1"	NA	NA	NA	NA	NA	NA	"XM_019933566.1"	NA
"EOG090202ES"	NA	"XM_007170983.1"	NA	NA	NA	NA	NA	"XM_022591400.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027090111.1"	"XM_007461961.1"	NA	NA	NA	"XM_029209417.1"	"XM_024748683.1"	NA	"XM_004264395.2"	NA	NA	"XM_024130994.2"	NA	NA	NA	NA	NA	NA	"XM_019937582.1"	NA
"EOG090202ET"	NA	"XM_007197730.2"	NA	NA	NA	NA	NA	"XM_022579998.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027123574.1"	"XM_007446663.1"	NA	NA	NA	"XM_029236460.1"	"XM_024761837.1"	NA	"XM_012535400.1"	NA	NA	"XM_007110826.3"	NA	NA	NA	NA	NA	NA	"XM_019949527.1"	NA
"EOG090202EU"	NA	"XM_007197919.1"	NA	NA	NA	NA	NA	"XM_022581825.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027127150.1"	"XM_007458311.1"	NA	NA	NA	"XM_029243281.1"	"XM_024766060.1"	NA	"XM_004267800.1"	NA	NA	"XM_028479658.1"	NA	NA	NA	NA	NA	NA	"XM_019949613.1"	NA
"EOG090202EW"	NA	"XM_007170667.2"	NA	NA	NA	NA	NA	"XM_022550984.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027124267.1"	"XM_007453185.1"	NA	NA	NA	"XM_029227752.1"	"XM_024768012.1"	NA	"XM_012538213.1"	NA	NA	"XM_007128693.3"	NA	NA	NA	NA	NA	NA	"XM_019950117.1"	NA
"EOG090202F7"	NA	"XM_007197563.1"	NA	NA	NA	NA	NA	"XM_022586889.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027127659.1"	"XM_007455365.1"	NA	NA	NA	"XM_029219321.1"	"XM_024739370.1"	NA	"XM_004273727.2"	NA	NA	"XM_024120779.1"	NA	NA	NA	NA	NA	NA	"XM_019930351.1"	NA
"EOG090202FA"	NA	"XM_007185639.1"	NA	NA	NA	NA	NA	"XM_022589672.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027080592.1"	"XM_007454368.1"	NA	NA	NA	"XM_029212824.1"	"XM_024761223.1"	NA	"XM_004275454.1"	NA	NA	"XM_024130362.2"	NA	NA	NA	NA	NA	NA	"XM_019938584.1"	NA
"EOG090202FB"	NA	"XM_007175643.2"	NA	NA	NA	NA	NA	"XM_022567311.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027106785.1"	"XM_007449711.1"	NA	NA	NA	"XM_029214969.1"	"XM_024756486.1"	NA	"XM_004278840.1"	NA	NA	"XM_024120306.2"	NA	NA	NA	NA	NA	NA	"XM_019923263.1"	NA
"EOG090202FC"	NA	"XM_007168387.1"	NA	NA	NA	NA	NA	"XM_022585209.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027080026.1"	"XM_007463296.1"	NA	NA	NA	"XM_029205785.1"	"XM_024768243.1"	NA	"XM_004271342.2"	NA	NA	"XM_028478389.1"	NA	NA	NA	NA	NA	NA	"XM_019934998.1"	NA
"EOG090202FI"	NA	"XM_007182853.1"	NA	NA	NA	NA	NA	"XM_022590567.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027082549.1"	"XM_007461304.1"	NA	NA	NA	"XM_029225396.1"	"XM_024738053.1"	NA	"XM_004276859.2"	NA	NA	"XM_024115032.2"	NA	NA	NA	NA	NA	NA	"XM_019931865.1"	NA
"EOG090202FM"	NA	"XM_007177143.2"	NA	NA	NA	NA	NA	"XM_022580889.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027101904.1"	"XM_007445636.1"	NA	NA	NA	"XM_029233749.1"	"XM_024737953.1"	NA	"XM_004272186.1"	NA	NA	"XM_024131798.2"	NA	NA	NA	NA	NA	NA	"XM_019922664.1"	NA
"EOG090202FR"	NA	"XM_007197037.1"	NA	NA	NA	NA	NA	"XM_022600055.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027105409.1"	"XM_007461663.1"	NA	NA	NA	"XM_029201704.1"	"XM_024734378.1"	NA	"XM_012533613.1"	NA	NA	"XM_007110592.3"	NA	NA	NA	NA	NA	NA	"XM_019948880.1"	NA
"EOG090202FU"	NA	"XM_007177226.1"	NA	NA	NA	NA	NA	"XM_022582144.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027102062.1"	"XM_007471290.1"	NA	NA	NA	"XM_029233994.1"	"XM_024757804.1"	NA	"XM_004265496.2"	NA	NA	"XM_024129850.2"	NA	NA	NA	NA	NA	NA	"XM_019924662.1"	NA
"EOG090202FV"	NA	"XM_007187221.1"	NA	NA	NA	NA	NA	"XM_022568887.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027112476.1"	"XM_007470459.1"	NA	NA	NA	"XM_029245518.1"	"XM_024734965.1"	NA	"XM_004265902.1"	NA	NA	"XM_007126905.3"	NA	NA	NA	NA	NA	NA	"XM_019939914.1"	NA
"EOG090202FX"	NA	"XM_007165370.1"	NA	NA	NA	NA	NA	"XM_022556560.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027086236.1"	"XM_007454741.1"	NA	NA	NA	"XM_029229072.1"	"XM_024758805.1"	NA	"XM_004269792.1"	NA	NA	"XM_024133719.2"	NA	NA	NA	NA	NA	NA	"XM_019920310.1"	NA
"EOG090202G2"	NA	"XM_007166523.1"	NA	NA	NA	NA	NA	"XM_022596080.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027130793.1"	"XM_007451606.1"	NA	NA	NA	"XM_029213256.1"	"XM_024736178.1"	NA	"XM_004266996.1"	NA	NA	"XM_024127535.2"	NA	NA	NA	NA	NA	NA	"XM_019926816.1"	NA
"EOG090202G7"	NA	"XM_028166152.1"	NA	NA	NA	NA	NA	"XM_022576282.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027120334.1"	"XM_007471884.1"	NA	NA	NA	"XM_029238476.1"	"XM_024736245.1"	NA	"XM_004262337.2"	NA	NA	"XM_028496329.1"	NA	NA	NA	NA	NA	NA	"XM_019919067.1"	NA
"EOG090202G9"	NA	"XM_007193660.2"	NA	NA	NA	NA	NA	"XM_022574696.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027116485.1"	"XM_007447184.1"	NA	NA	NA	"XM_029209981.1"	"XM_024755394.1"	NA	"XM_004282233.1"	NA	NA	"XM_007123339.2"	NA	NA	NA	NA	NA	NA	"XM_019936731.1"	NA
"EOG090202GC"	NA	"XM_007173003.1"	NA	NA	NA	NA	NA	"XM_022561613.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027082404.1"	"XM_007447212.1"	NA	NA	NA	"XM_029208005.1"	"XM_024766969.1"	NA	"XM_004282272.1"	NA	NA	"XM_007110694.3"	NA	NA	NA	NA	NA	NA	"XM_004317105.2"	NA
"EOG090202GE"	NA	"XM_007188063.1"	NA	NA	NA	NA	NA	"XM_022582642.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027091751.1"	"XM_007446965.1"	NA	NA	NA	"XM_029213997.1"	"XM_024769012.1"	NA	"XM_004278233.2"	NA	NA	"XM_024131875.2"	NA	NA	NA	NA	NA	NA	"XM_019934281.1"	NA
"EOG090202GF"	NA	"XM_007187462.2"	NA	NA	NA	NA	NA	"XM_022569246.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027112110.1"	"XM_007471596.1"	NA	NA	NA	"XM_029245835.1"	"XM_024750686.1"	NA	"XM_004268373.2"	NA	NA	"XM_028481328.1"	NA	NA	NA	NA	NA	NA	"XM_019939681.1"	NA
"EOG090202GH"	NA	"XM_007187105.2"	NA	NA	NA	NA	NA	"XM_022554359.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027123810.1"	"XM_007450086.1"	NA	NA	NA	"XM_029233016.1"	"XM_024738079.1"	NA	"XM_004263393.2"	NA	NA	"XM_024115942.2"	NA	NA	NA	NA	NA	NA	"XM_019940530.1"	NA
"EOG090202GO"	NA	"XM_007191303.1"	NA	NA	NA	NA	NA	"XM_022574233.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027113606.1"	"XM_007470815.1"	NA	NA	NA	"XM_029232053.1"	"XM_024764463.1"	NA	"XM_012532415.1"	NA	NA	"XM_028497031.1"	NA	NA	NA	NA	NA	NA	"XM_019943070.1"	NA
"EOG090202GP"	NA	"XM_007175156.1"	NA	NA	NA	NA	NA	"XM_022555730.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027115675.1"	"XM_007471427.1"	NA	NA	NA	"XM_029208412.1"	"XM_024756964.1"	NA	"XM_012536488.1"	NA	NA	"XM_028501531.1"	NA	NA	NA	NA	NA	NA	"XM_019947835.1"	NA
"EOG090202GQ"	NA	"XM_007171099.2"	NA	NA	NA	NA	NA	"XM_022591210.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027090678.1"	"XM_007450408.1"	NA	NA	NA	"XM_029207490.1"	"XM_024748684.1"	NA	"XM_012536121.1"	NA	NA	"XM_028501092.1"	NA	NA	NA	NA	NA	NA	"XM_019929050.1"	NA
"EOG090202GV"	NA	"XM_007188370.1"	NA	NA	NA	NA	NA	"XM_022552250.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027117346.1"	"XM_007466962.1"	NA	NA	NA	"XM_029219707.1"	"XM_024744479.1"	NA	"XM_004270164.2"	NA	NA	"XM_028499823.1"	NA	NA	NA	NA	NA	NA	"XM_019928682.1"	NA
"EOG090202GX"	NA	"XM_007192029.1"	NA	NA	NA	NA	NA	"XM_022569566.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027132531.1"	"XM_007446032.1"	NA	NA	NA	"XM_029226053.1"	"XM_024764088.1"	NA	"XM_004265434.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_019925446.1"	NA
"EOG090202GY"	NA	"XM_028165476.1"	NA	NA	NA	NA	NA	"XM_022578937.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027105097.1"	"XM_007449732.1"	NA	NA	NA	"XM_029203864.1"	"XM_024762309.1"	NA	"XM_004269301.2"	NA	NA	"XM_028485990.1"	NA	NA	NA	NA	NA	NA	"XM_019946360.1"	NA
"EOG090202H2"	NA	"XM_007178941.1"	NA	NA	NA	NA	NA	"XM_022576190.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027120454.1"	"XM_007447313.1"	NA	NA	NA	"XM_029239695.1"	"XM_024759485.1"	NA	"XM_004262365.2"	NA	NA	"XM_028496363.1"	NA	NA	NA	NA	NA	NA	"XM_019924266.1"	NA
"EOG090202H4"	NA	"XM_007180206.1"	NA	NA	NA	NA	NA	"XM_022565102.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027098929.1"	"XM_007455105.1"	NA	NA	NA	"XM_029211977.1"	"XM_024760912.1"	NA	"XM_004285989.2"	NA	NA	"XM_028489579.1"	NA	NA	NA	NA	NA	NA	NA	NA
"EOG090202H6"	NA	"XM_007165386.1"	NA	NA	NA	NA	NA	"XM_022589173.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027101288.1"	"XM_007469841.1"	NA	NA	NA	"XM_029234236.1"	"XM_024754544.1"	NA	"XM_004281182.1"	NA	NA	"XM_007126652.2"	NA	NA	NA	NA	NA	NA	"XM_019933955.1"	NA
"EOG090202H7"	NA	"XM_007192002.2"	NA	NA	NA	NA	NA	"XM_022584326.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027118699.1"	"XM_007457528.1"	NA	NA	NA	"XM_029227289.1"	"XM_024754882.1"	NA	"XM_012532427.1"	NA	NA	"XM_024133930.2"	NA	NA	NA	NA	NA	NA	"XM_019937182.1"	NA
"EOG090202H9"	NA	"XM_007177300.2"	NA	NA	NA	NA	NA	"XM_022554411.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027123884.1"	"XM_007468980.1"	NA	NA	NA	"XM_029233645.1"	"XM_024756717.1"	NA	"XM_004263368.2"	NA	NA	"XM_028490168.1"	NA	NA	NA	NA	NA	NA	"XM_019940587.1"	NA
"EOG090202HA"	NA	"XM_028164880.1"	NA	NA	NA	NA	NA	"XM_022567587.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027106922.1"	"XM_007449681.1"	NA	NA	NA	"XM_029213845.1"	"XM_024756490.1"	NA	"XM_004278815.2"	NA	NA	"XM_028492927.1"	NA	NA	NA	NA	NA	NA	"XM_019922170.1"	NA
"EOG090202HC"	NA	"XM_007164367.1"	NA	NA	NA	NA	NA	"XM_022575799.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027108374.1"	"XM_007462573.1"	NA	NA	NA	"XM_029229321.1"	"XM_024756226.1"	NA	"XM_004273792.1"	NA	NA	"XM_007129256.2"	NA	NA	NA	NA	NA	NA	"XM_019942384.1"	NA
